Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre2,Ciudad Origen,Pais Origen,Destino,Nombre3,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tráfico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,IBZ,IBIZA,EIVISSA,ESPAÑA,I,R,98,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LCG,LA CORUÑA,LA CORUÑA,ESPAÑA,I,R,63,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LGW,GATWICK,SHANWIK,INGLATERRA,I,R,101,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LIS,LISBOA,LISBOA,PORTUGAL,I,R,89,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LPA,AEROPUERTO DE GRAN CANARIA,GRAN CANARIA,ESPAÑA,I,R,147,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MAD,BARAJAS,MADRID,ESPAÑA,I,R,6894,206814,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,R,163,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,OPO,PORTO,PORTO,PORTUGAL,I,R,78,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,PMI,PALMA DE MAYORCA,MADRID,ESPAÑA,I,R,103,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VCE,TESSERA,VENECIA,ITALIA,I,R,64,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VGO,VIGO,VIGO,ESPAÑA,I,R,93,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,I,R,96,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VLC,VALENCIA,VALENCIA,ESPAÑA,I,R,152,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BRU,BRUXELLES,BRUSELAS,BELGICA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,199,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,BRU,BRUXELLES,BRUSELAS,BELGICA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,85,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,FCO,FIUMIFINO,ROMA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,110,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,FCO,FIUMIFINO,ROMA,ITALIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,187,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,IBZ,IBIZA,EIVISSA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,24,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LCG,LA CORUÑA,LA CORUÑA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,22,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LCG,LA CORUÑA,LA CORUÑA,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,66,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LGW,GATWICK,SHANWIK,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,87,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LGW,GATWICK,SHANWIK,INGLATERRA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,165,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LIS,LISBOA,LISBOA,PORTUGAL,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,265,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LIS,LISBOA,LISBOA,PORTUGAL,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,165,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LPA,AEROPUERTO DE GRAN CANARIA,GRAN CANARIA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,89,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,LPA,AEROPUERTO DE GRAN CANARIA,GRAN CANARIA,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,25,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MAD,BARAJAS,MADRID,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4969,157123,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MAD,BARAJAS,MADRID,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,4181,89436,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,AGP,MALAGA,MÁLAGA,ESPAÑA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,ALC,ALICANTE,ALICANTE,ESPAÑA,I,R,42,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,I,R,102,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPAÑA,I,R,120,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BIO,BILBAO,BILBAO,ESPAÑA,I,R,55,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BRU,BRUXELLES,BRUSELAS,BELGICA,I,R,42,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,FCO,FIUMIFINO,ROMA,ITALIA,I,R,17,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,R,233,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LCG,LA CORUÑA,LA CORUÑA,ESPAÑA,I,R,113,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LGW,GATWICK,SHANWIK,INGLATERRA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LPA,AEROPUERTO DE GRAN CANARIA,GRAN CANARIA,ESPAÑA,I,R,27,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,MAD,BARAJAS,MADRID,ESPAÑA,I,R,6362,141438,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,R,64,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,OPO,PORTO,PORTO,PORTUGAL,I,R,43,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,PMI,PALMA DE MAYORCA,MADRID,ESPAÑA,I,R,27,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,TFN,NORTE LOS RODEOS,TENERIFE,ESPAÑA,I,R,66,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,VCE,TESSERA,VENECIA,ITALIA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,VGO,VIGO,VIGO,ESPAÑA,I,R,42,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,VLC,VALENCIA,VALENCIA,ESPAÑA,I,R,102,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,ZRH,ZURICH,ZURICH,SUIZA,I,R,120,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,64,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MXP,MALPENSA,MILANO,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,198,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,MXP,MALPENSA,MILANO,ITALIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,91,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,OPO,PORTO,PORTO,PORTUGAL,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,45,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,OPO,PORTO,PORTO,PORTUGAL,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,166,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,PMI,PALMA DE MAYORCA,MADRID,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,110,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,PMI,PALMA DE MAYORCA,MADRID,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,TFN,NORTE LOS RODEOS,TENERIFE,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,TFN,NORTE LOS RODEOS,TENERIFE,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,91,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VCE,TESSERA,VENECIA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,24,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VCE,TESSERA,VENECIA,ITALIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,35,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VGO,VIGO,VIGO,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,22,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VGO,VIGO,VIGO,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,166,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,168,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VLC,VALENCIA,VALENCIA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,172,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,VLC,VALENCIA,VALENCIA,ESPAÑA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,91,0,Internacional,Regular,Regular,marzo
AEA,AIR EUROPA,3/1/2025,2025,3,ZRH,ZURICH,ZURICH,SUIZA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,166,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,ABJ,ABIDJAN,ABIDJAN,COSTA DE MARFIL,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,ADD,AEROPUERTO INTERNACIONAL DE ADÍS ABEBA BOLE,ADÍS ABEBA,ETIOPIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,5,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,AGP,MALAGA,MÁLAGA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,20,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,ALG,HOUARI BOUMEDIENE,ARGELIA,AFRICA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,173,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,ARN,ARLAND,ESTOCOLMO,SUECIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,38,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,ATH,ELEFTHERIC,ATENAS,GRECIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,9,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BCN,BARCELONA,BARCELONA,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,123,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BER,AEROPUERTO DE BERLÍN-BRANDEBURGO WILLY BRANDT,BERLIN,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,215,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BEY,INTERNATIONAL,BEIRUT,LIBANO,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,8,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BHX,INTERNATIONAL BIRMINGHAN,BIRMINGHAN,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,25,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BIO,BILBAO,BILBAO,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,17,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BIQ,BIARRITZ PAYS BASQUE,BIARRITZ,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,10,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BLL,BILLUND,BILLUND,DINAMARCA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,39,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOD,BORDEAUX,BORDEAUX,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,98,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ABJ,ABIDJAN,ABIDJAN,COSTA DE MARFIL,I,R,7,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ADD,AEROPUERTO INTERNACIONAL DE ADÍS ABEBA BOLE,ADÍS ABEBA,ETIOPIA,I,R,10,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,AGP,MALAGA,MÁLAGA,ESPAÑA,I,R,50,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ALG,HOUARI BOUMEDIENE,ARGELIA,AFRICA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,I,R,369,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ARN,ARLAND,ESTOCOLMO,SUECIA,I,R,114,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ATH,ELEFTHERIC,ATENAS,GRECIA,I,R,21,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,AUH,ABU DHABI,ABU DHABI,EMIRATOS ARABE,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BCN,BARCELONA,BARCELONA,ESPAÑA,I,R,279,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BER,AEROPUERTO DE BERLÍN-BRANDEBURGO WILLY BRANDT,BERLIN,ALEMANIA,I,R,208,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BEY,INTERNATIONAL,BEIRUT,LIBANO,I,R,11,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BHX,INTERNATIONAL BIRMINGHAN,BIRMINGHAN,INGLATERRA,I,R,13,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BIO,BILBAO,BILBAO,ESPAÑA,I,R,24,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BIQ,BIARRITZ PAYS BASQUE,BIARRITZ,FRANCIA,I,R,34,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BLL,BILLUND,BILLUND,DINAMARCA,I,R,11,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,I,R,44,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BOD,BORDEAUX,BORDEAUX,FRANCIA,I,R,92,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BOM,MUMBAI,MUMBAI,INDIA,I,R,4,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BSL,EUROAIRPORT,BASEL,SUIZA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,BUD,FERIHEGY,BUDAPEST,HUNGRIA,I,R,55,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CAI,AEROPUERTO INTERNACIONAL DE EL CAIRO,EL CAIRO,EGIPTO,I,R,19,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CAN,AEROPUERTO INTERNACIONAL BAIYUN,CANTON,CHINA,I,R,17,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CAY,ROCHAMBEAU,CAYENNE,GUYANA FRANCESA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,R,4446,44386,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CKY,CONAKRY INTERNATIONAL AIRPORT,CONAKRY,GUINEA,I,R,3,0,Internacional,Regular,Regular,marzo
