Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre2,Ciudad Origen,Pais Origen,Destino,Nombre3,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg),Tráfico (N/I) 2,Tipo Vuelo 2,Tipo Vuelo (Regular - No Regular),Mes
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,CPH,KASTRUP,COPENHAGEN,DINAMARCA,I,R,39,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,DEL,AEROPUERTO INTERNACIONAL INDIRA GANDHI,NUEVA DELHI,INDIA,I,R,4,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,DUB,DUBLIN,DUBLIN,IRLANDA,I,R,14,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,DUS,DUSSELDORT INTER,ALEMANIA,EUROPA,I,R,119,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,I,R,72,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,EDI,AEROPUERTO DE EDIMBURGO,EDIMBURGO,ESCOCIA,I,R,38,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,FCO,FIUMIFINO,ROMA,ITALIA,I,R,242,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,FLR,AEROPUERTO DE FLORENCIA,FLORENCIA,ITALIA,I,R,70,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,R,144,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,GVA,SESTRI,GENOVA,ITALIA,I,R,187,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HAD,HALMSTAD,HALMSTAD,SUECIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HAJ,HANNOVER,HANNOVER,ALEMANIA,I,R,46,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HAM,FUHLSBUETTEL,HAMBURG,ALEMANIA,I,R,120,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HEL,AEROPUERTO DE HELSINKI-VANTAA,HELSINKI,FINLANDIA,I,R,50,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HKG,CHEK LAP KOK,HONG KONG,HONG KONG,I,R,100,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,HND,HENDERSON EXECUTIVE,LAS VEGAS,ESTADOS UNIDOS,I,R,63,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,I,R,28,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUÍA,I,R,110,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,I,R,28,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LAD,AEROPUERTO INTERNACIONAL QUATRO DE FEVEREIRO,LUANDA,ANGOLA,I,R,9,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,R,113,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LIS,LISBOA,LISBOA,PORTUGAL,I,R,57,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LOS,AEROPUERTO INTERNACIONAL MURTALA MUHAMMED,LAGOS,NIGERIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LUX,LUXEMBOURG,LUXEMBURGO,LUXEMBURGO,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,LYS,LYON,LYON,FRANCIA,I,R,87,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MAD,BARAJAS,MADRID,ESPAÑA,I,R,370,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MLA,MALTA INTERNATIONAL,ITALIA,EUROPA,I,R,41,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MNL,NINOY AQUINO,MANILA,FILIPINAS,I,R,18,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MRS,MARSELLA - PROVENZA,MARSELLA,FRANCIA,I,R,114,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,R,150,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,R,106,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,NAP,CAPODICHINO,NAPOLES,ITALIA,I,R,32,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,NCE,COTE D'AZUR,NICE,FRANCIA,I,R,120,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,NCL,NEWCASTLE,LONDON,ONTARIO,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,NTE,NANTES ATLANTIQUE,FRANCIA,EUROPA,I,R,47,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,NUE,AEROPUERTO DE NÚREMBERG,FRANCONIA,ALEMANIA,I,R,36,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,OPO,PORTO,PORTO,PORTUGAL,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,OSL,GARDERMOEN,OSLO,NORUEGA,I,R,46,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,OTP,AEROPUERTO DE OTOPENI,BUCAREST,RUMANIA,I,R,39,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,PEK,BEIJING,BEIJING,CHINA,I,R,99,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,PRG,RUZYNE,PRAGA,NUEVA ZELANDA,I,R,19,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,PVG,PU DONG,SHANGHAI,CHINA,I,R,226,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,RAK,MARRAKECH,MARRAKECH,MARRUECOS,I,R,16,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,RBA,RABAT - SALE,CASABLANCA,MARRUECOS,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,RIX,RIGA INTER,RIGA,LATVIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,SIN,AEROPUERTO INTERNACIONAL DE SINGAPUR,SINGAPUR,SINGAPUR,I,R,57,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,SSG,AEROPUERTO DE MALABO-SANTA ISABEL,MALABO,AFRICA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,STR,AEROPUERTO DE STUTTGART,STUTTGART,ALEMANIA,I,R,15,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,TLS,BLAGNAC,TOULOUSE,FRANCIA,I,R,154,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,TLV,BEN GURION,TEL AVIV,ISRAEL,I,R,17,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VCE,TESSERA,VENECIA,ITALIA,I,R,100,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,I,R,61,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,VLC,VALENCIA,VALENCIA,ESPAÑA,I,R,39,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,WAW,FEDERIC CHOPN,WARSAW,POLONIA,I,R,153,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ZAG,ZAGREB-PLESO,ZAGREB,CROACIA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,ZRH,ZURICH,ZURICH,SUIZA,I,R,107,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BOM,MUMBAI,MUMBAI,INDIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,18,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BSL,EUROAIRPORT,BASEL,SUIZA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,44,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,BUD,FERIHEGY,BUDAPEST,HUNGRIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,21,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CAI,AEROPUERTO INTERNACIONAL DE EL CAIRO,EL CAIRO,EGIPTO,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,14,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CAN,AEROPUERTO INTERNACIONAL BAIYUN,CANTON,CHINA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,5,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CAY,ROCHAMBEAU,CAYENNE,GUYANA FRANCESA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2992,255942,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CKY,CONAKRY INTERNATIONAL AIRPORT,CONAKRY,GUINEA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CMN,MOHAMMED V,CASABLANCA,MARRUECOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,5,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,COO,COTONÚ-CADJEHOUN,COTONU,BENIN,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,CPH,KASTRUP,COPENHAGEN,DINAMARCA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,60,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,DEL,AEROPUERTO INTERNACIONAL INDIRA GANDHI,NUEVA DELHI,INDIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,22,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,DUB,DUBLIN,DUBLIN,IRLANDA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,50,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,DUS,DUSSELDORT INTER,ALEMANIA,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,87,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,40,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,EDI,AEROPUERTO DE EDIMBURGO,EDIMBURGO,ESCOCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,11,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,FCO,FIUMIFINO,ROMA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,173,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,FLR,AEROPUERTO DE FLORENCIA,FLORENCIA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,69,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,100,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,GVA,SESTRI,GENOVA,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,173,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,HAJ,HANNOVER,HANNOVER,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,14,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,HAM,FUHLSBUETTEL,HAMBURG,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,98,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,HEL,AEROPUERTO DE HELSINKI-VANTAA,HELSINKI,FINLANDIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,16,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,HKG,CHEK LAP KOK,HONG KONG,HONG KONG,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,112,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,HND,HENDERSON EXECUTIVE,LAS VEGAS,ESTADOS UNIDOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,78,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUÍA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,80,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,22,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,KEF,REYKJAVIK,KEFLAVIK,ISLANDIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LAD,AEROPUERTO INTERNACIONAL QUATRO DE FEVEREIRO,LUANDA,ANGOLA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,9,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LHR,HEATHROW,LONDRES,INGLATERRA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,275,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LIS,LISBOA,LISBOA,PORTUGAL,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,23,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LOS,AEROPUERTO INTERNACIONAL MURTALA MUHAMMED,LAGOS,NIGERIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LUX,LUXEMBOURG,LUXEMBURGO,LUXEMBURGO,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,13,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,LYS,LYON,LYON,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,171,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MAD,BARAJAS,MADRID,ESPAÑA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,163,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MLA,MALTA INTERNATIONAL,ITALIA,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,52,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MNL,NINOY AQUINO,MANILA,FILIPINAS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,4,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MRS,MARSELLA - PROVENZA,MARSELLA,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,136,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,164,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,MXP,MALPENSA,MILANO,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,107,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,NAP,CAPODICHINO,NAPOLES,ITALIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,25,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,NCE,COTE D'AZUR,NICE,FRANCIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,88,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,NCL,NEWCASTLE,LONDON,ONTARIO,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,NTE,NANTES ATLANTIQUE,FRANCIA,EUROPA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,86,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,NUE,AEROPUERTO DE NÚREMBERG,FRANCONIA,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,34,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,OSL,GARDERMOEN,OSLO,NORUEGA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,23,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,OTP,AEROPUERTO DE OTOPENI,BUCAREST,RUMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,23,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,PEK,BEIJING,BEIJING,CHINA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,133,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,PRG,RUZYNE,PRAGA,NUEVA ZELANDA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,27,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,PVG,PU DONG,SHANGHAI,CHINA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,230,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,RAK,MARRAKECH,MARRAKECH,MARRUECOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,RBA,RABAT - SALE,CASABLANCA,MARRUECOS,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,3,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,RIX,RIGA INTER,RIGA,LATVIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,RUH,KING KHA LED,RIYADH,ARABIA SAUDI,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,1,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,SIN,AEROPUERTO INTERNACIONAL DE SINGAPUR,SINGAPUR,SINGAPUR,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,12,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,SSG,AEROPUERTO DE MALABO-SANTA ISABEL,MALABO,AFRICA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,2,0,Internacional,Regular,Regular,marzo
AFR,AIR FRANCE,3/1/2025,2025,3,STR,AEROPUERTO DE STUTTGART,STUTTGART,ALEMANIA,BOG,BOGOTA - EL DORADO,"BOGOTÁ, D.C.",COLOMBIA,I,R,13,0,Internacional,Regular,Regular,marzo
